!!!SBtab DocumentName='iCH360' Name='iCH360' SBtabVersion='1.0' Date='2024-9-3'																										
!!SBtab TableID='compartment' Document='../Exemples/SBML/iCH360/Escherichia_coli_iCH360' TableType='Compartment' TableName='Compartment' SBtabVersion='1.0' Date='2024-9-3'																										
!ID	!Name	!Size	!Unit	!SBOTerm																						
c	cytosol	nan																								
e	extracellular space	nan																								
p	periplasm	nan																								
																										
!!SBtab TableID='compound' Document='../Exemples/SBML/iCH360/Escherichia_coli_iCH360' TableType='Compound' TableName='Compound' SBtabVersion='1.0' Date='2024-9-3'																										
!ID	!Name	!Location	!IsConstant	!SBOTerm	!InitialConcentration	!hasOnlySubstanceUnits	!SBML:fbc:chemicalFormula	!SBML:fbc:charge	!Identifiers:bigg.metabolite	!Identifiers:biocyc	!Identifiers:obo.chebi	!Identifiers:hmdb	!Identifiers:inchikey	!Identifiers:kegg.compound	!Identifiers:metanetx.chemical	!Identifiers:reactome	!Identifiers:sabiork.compound	!Identifiers:seed.compound	!Identifiers:envipath/650babc9-9d68-4b73-9332-11972ca26f7b/compound	!Identifiers:envipath/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound	!Identifiers:kegg.drug	!Identifiers:envipath/4fd7f3e0-dd25-43ac-9453-dda3e52396e4/compound	!Identifiers:lipidmaps	!Identifiers:envipath/5882df9c-dae1-4d80-a40e-db4724271456/compound	!Identifiers:slm	!Identifiers:kegg_glycan
M_dgdp_c	DGDP C10H12N5O10P2	c	False	SBO:0000247	0.20222192949128584	False	C10H12N5O10P2	-3	dgdp	META:DGDP	CHEBI:10495	HMDB00960	CIKGWCTVFSRMJU-KVQBGUIXSA-K	C00361	MNXM436	500077	1677	cpd00295								
M_q8h2_c	Ubiquinol-8	c	False	SBO:0000247	10.000000000000002	False	C49H76O4	0	q8h2	META:CPD-9956	CHEBI:61682	HMDB01060	LOJUQFSPYHMHEO-SGHXUWJISA-N		MNXM191			cpd15561								
M_3odecACP_c	3-Oxodecanoyl-[acyl-carrier protein]	c	False	SBO:0000247	0.21503255782995817	False	C21H37N2O9PRS	-1	3odecACP	META:3-oxo-decanoyl-ACPs	CHEBI:1634			C05753	MNXM26616		8113	cpd11487					LMFA07060011			
M_tyr__L_c	L-Tyrosine	c	False	SBO:0000247	0.03477123895564925	False	C9H11NO3	0	tyr__L	META:TYR	CHEBI:32785	HMDB00158	OUYCCCASQSFEME-QMMMGPOBSA-N	C00082	MNXM76	29506	2291	cpd00069		974bd9b7-53fb-48cd-aaf3-6bd3196c0365	D00022					
M_cys__L_c	L-Cysteine	c	False	SBO:0000247	0.07869866645267037	False	C3H7NO2S	0	cys__L	META:CYS	CHEBI:41227	HMDB00574	XUJNEKJLAYXESH-REOHCLBHSA-N	C00097	MNXM55	5668576	78	cpd00547	02361658-c991-436f-ba62-fafbccfdae5e		D00026					
M_xylu__D_c	D-Xylulose	c	False	SBO:0000247	0.0010000000000000002	False	C5H10O5	0	xylu__D	META:D-XYLULOSE	CHEBI:17140	HMDB00654	ZAQJHHRNXZUBTE-WUJLRWPWSA-N	C00310	MNXM597	5661281	1504	cpd00259								
M_h2s_c	Hydrogen sulfide	c	False	SBO:0000247	0.10115720223513895	False	H2S	0	h2s	META:HS	CHEBI:45489	HMDB03276	RWSOTUBLDIXVET-UHFFFAOYSA-M	C00283	MNXM89582	1655881	2007	cpd00239	83aab241-d065-45ef-a799-98fdad5bcf04	6715c2d9-35cb-48df-aa0b-611368e2fb0a				0b237b94-a6df-4792-8866-246b2230eef0		
M_e4p_c	D-Erythrose 4-phosphate	c	False	SBO:0000247	0.0023993876544134286	False	C4H7O7P	-2	e4p	META:ERYTHROSE-4P	CHEBI:42349	HMDB01321	NGHMDNPXVRFFGS-IUYQGCFVSA-L	C00279	MNXM258	29878	1324	cpd00236								
M_trp__L_c	L-Tryptophan	c	False	SBO:0000247	0.09862520048612637	False	C11H12N2O2	0	trp__L	META:TRP	CHEBI:32702	HMDB30396	QIVBCDIJIAJPQS-VIFPVBQESA-N	C00078	MNXM94	29500	85	cpd00065			D00020					
M_acser_c	O-Acetyl-L-serine	c	False	SBO:0000247	0.03737073730519923	False	C5H9NO4	0	acser	META:ACETYLSERINE	CHEBI:12685	HMDB03011	VZXPDPZARILFQX-BYPYZUCNSA-N	C00979	MNXM418	936709	2202	cpd00722								
M_lys__L_c	L-Lysine	c	False	SBO:0000247	0.01756661538301184	False	C6H15N2O2	1	lys__L	META:LYS	CHEBI:25094	HMDB62809	KDXKERNSBIXSRK-YFKPBYRVSA-O	C00047	MNXM78	351991	79	cpd00039			D02304					
M_dudp_c	DUDP C9H11N2O11P2	c	False	SBO:0000247	0.23421216933200265	False	C9H11N2O11P2	-3	dudp	META:DUDP	CHEBI:28850	HMDB01000	QHWZTVCCBMIIKE-SHYZEUOFSA-K	C01346	MNXM572		1714	cpd00978								
M_atp_c	ATP C10H12N5O13P3	c	False	SBO:0000247	2.9738020710068946	False	C10H12N5O13P3	-4	atp	META:ATP	CHEBI:40938	HMDB00538	ZKHQWZAMYRWXGA-KQYNXXCUSA-J	C00002	MNXM3	6798184	34	cpd00002			D08646					
M_indole_c	Indole	c	False	SBO:0000247	0.008747684945125709	False	C8H7N	0	indole	META:INDOLE	CHEBI:35581	HMDB00738	SIKJAQJRHWYJAI-UHFFFAOYSA-N	C00463	MNXM377	216547	5101	cpd00359								
M_eig3p_c	D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate	c	False	SBO:0000247	0.500040365136347	False	C6H9N2O6P	-2	eig3p	META:D-ERYTHRO-IMIDAZOLE-GLYCEROL-P	CHEBI:20923	HMDB12208	HFYBTHCYPKEDQQ-RITPCOANSA-L	C04666	MNXM1422		7476	cpd02843								
M_26dap__M_c	Meso-2,6-Diaminoheptanedioate	c	False	SBO:0000247	0.0012128900361488535	False	C7H14N2O4	0	26dap__M	META:MESO-DIAMINOPIMELATE	CHEBI:16488		GMKMEZVLHJARHF-SYDPRGILSA-N	C00680	MNXM529			cpd00516								
M_thf_c	5,6,7,8-Tetrahydrofolate	c	False	SBO:0000247	0.00471944509810133	False	C19H21N7O6	-2	thf	META:THF	CHEBI:68437		MSTNYGQPCMXVAQ-RYUDHWBXSA-L	C00101	MNXM79	200671	1297	cpd29254								
M_orot5p_c	Orotidine 5'-phosphate	c	False	SBO:0000247	0.030771052389316676	False	C10H10N2O11P	-3	orot5p	META:OROTIDINE-5-PHOSPHATE	CHEBI:25723	HMDB00218	KYOBSHFOBAOFBF-XVFCMESISA-K	C01103	MNXM519	111629	1700	cpd00810								
M_h_e	H+	e	False	SBO:0000247	0.0010000000000000002	False	H	1	h	META:PROTON	CHEBI:10744	HMDB59597	GPRLSGONYQIRFK-UHFFFAOYSA-N	C00080	MNXM1	372511	39	cpd00067								
M_gln__L_p	L-Glutamine	p	False	SBO:0000247	0.0010000000000000002	False	C5H10N2O3	0	gln__L	META:GLN	CHEBI:24316	HMDB00641	ZDXPYRJPNDTMRX-VKHMYHEASA-N	C00064	MNXM37	29472	74	cpd00053			D00015					
M_glyc_p	Glycerol	p	False	SBO:0000247	0.0010000000000000002	False	C3H8O3	0	glyc	META:GLYCEROL	CHEBI:131422	HMDB00131	PEDCQBHIVMGVHV-UHFFFAOYSA-N	C00116	MNXM89612	76116	1303	cpd00100	2e8c8093-3269-46b3-be2e-f1df9fdde25c	48edd8a9-6a4a-4900-b0cf-97b1ccaa1125	D00028					
M_5caiz_c	5-phosphoribosyl-5-carboxyaminoimidazole	c	False	SBO:0000247	9.999999999999655	False	C9H11N3O9P	-3	5caiz	META:CPD0-181	CHEBI:58730	HMDB12268	JHLXDWGVSYMXPL-XVFCMESISA-K	C15667	MNXM1409			cpd11310								
M_mal__L_p	L-Malate	p	False	SBO:0000247	0.0010000000000000002	False	C4H4O5	-2	mal__L	META:MAL	CHEBI:11066	HMDB00156	BJEPYKJPYRNKOW-REOHCLBHSA-L	C00149	MNXM98	113544	1918	cpd00130								
M_3hcpalm9eACP_c	(R)-3-hydroxy-cis-palm-9-eoyl-[acyl-carrier protein]	c	False	SBO:0000247	0.04136493274555661	False	C27H49N2O9PRS	-1	3hcpalm9eACP						MNXM6556			cpd15369								
M_3ocpalm9eACP_c	3-oxo-cis-palm-9-eoyl-[acyl-carrier protein]	c	False	SBO:0000247	0.037820495315503376	False	C27H47N2O9PRS	-1	3ocpalm9eACP						MNXM6839			cpd15375								
M_butACP_c	Butyryl-ACP (n-C4:0ACP)	c	False	SBO:0000247	0.1494853663575425	False	C15H27N2O8PRS	-1	butACP						MNXM90458											
M_dttp_c	DTTP C10H13N2O14P3	c	False	SBO:0000247	0.030795938220587855	False	C10H13N2O14P3	-4	dttp	META:TTP	CHEBI:18077	HMDB01342	NHVNXKFIZYSCEB-XLPZGREQSA-J	C00459	MNXM394		1679	cpd00357								
M_lac__D_e	D-Lactate	e	False	SBO:0000247	0.0010000000000000002	False	C3H5O3	-1	lac__D	META:D-LACTATE	CHEBI:42105	HMDB00171	JVTAAEKCZFNVCJ-UWTATZPHSA-M	C00256	MNXM285		2284	cpd00221								
M_trdox_c	Oxidized thioredoxin	c	False	SBO:0000247	10.000000000000002	False	X	0	trdox	META:Ox-Thioredoxin	CHEBI:18191			C00343	MNXM148	2142833	1331	cpd11420								
M_3ig3p_c	C'-(3-Indolyl)-glycerol 3-phosphate	c	False	SBO:0000247	1.1955843738922274	False	C11H12NO6P	-2	3ig3p	META:INDOLE-3-GLYCEROL-P	CHEBI:51793		NQEQTYPJSIEPHW-MNOVXSKESA-L	C03506	MNXM866			cpd29667								
M_sl26da_c	N-Succinyl-LL-2,6-diaminoheptanedioate	c	False	SBO:0000247	0.7359339924127415	False	C11H16N2O7	-2	sl26da	META:N-SUCCINYLLL-2-6-DIAMINOPIMELATE	CHEBI:17279	HMDB12267	GLXUWZBUPATPBR-BQBZGAKWSA-L	C04421	MNXM1488		7300	cpd02698								
M_3hoctACP_c	(R)-3-Hydroxyoctanoyl-[acyl-carrier protein]	c	False	SBO:0000247	0.13528139445460569	False	C19H35N2O9PRS	-1	3hoctACP	META:3-Hydroxy-octanoyl-ACPs				C04620	MNXM10019			cpd11483								
M_dctp_c	DCTP C9H12N3O13P3	c	False	SBO:0000247	0.022925419154192814	False	C9H12N3O13P3	-4	dctp	META:DCTP	CHEBI:57724	HMDB00998	RGWHQCVHVJXOKC-SHYZEUOFSA-J	C00458	MNXM360		1678	cpd00356								
M_toctd2eACP_c	Trans-octadec-2-enoyl-[acyl-carrier protein]	c	False	SBO:0000247	0.0010000000000000002	False	C29H53N2O8PRS	-1	toctd2eACP	META:Octadec-2-enoyl-ACPs	CHEBI:80388			C16221	MNXM2573			cpd15572								
M_grxrd_c	Glutaredoxin (reduced)	c	False	SBO:0000247	0.0010000000000000002	False	XH2	0	grxrd						MNXM90719			cpd15481								
M_ru5p__D_c	D-Ribulose 5-phosphate	c	False	SBO:0000247	0.3821872756215635	False	C5H9O8P	-2	ru5p__D	META:RIBULOSE-5P	CHEBI:4243	HMDB00618	FNZLKVNUWIIPSJ-UHNVWZDZSA-L	C00199	MNXM145	29732	1313	cpd00171								
M_23dhmb_c	(R)-2,3-Dihydroxy-3-methylbutanoate	c	False	SBO:0000247	0.009799359506615798	False	C5H9O4	-1	23dhmb	META:CPD-13357	CHEBI:305	HMDB12141	JTEYKUFKXGDTEU-VKHMYHEASA-M	C04272	MNXM114097			cpd19030					LMFA01050453			
M_pran_c	N-(5-Phospho-D-ribosyl)anthranilate	c	False	SBO:0000247	0.5541237228854495	False	C12H13NO9P	-3	pran	META:N-5-PHOSPHORIBOSYL-ANTHRANILATE	CHEBI:18277		PMFMJXPRNJUYMB-GWOFURMSSA-K	C04302	MNXM1489			cpd02642								
M_glcn_c	D-Gluconate	c	False	SBO:0000247	0.0010000000000000002	False	C6H11O7	-1	glcn	META:GLUCONATE	CHEBI:42715	HMDB03373	RGHNJXZEOKUKBD-SQOUGZDYSA-M	C00257	MNXM341		1998	cpd00222								
M_paps_c	3'-Phosphoadenylyl sulfate	c	False	SBO:0000247	0.05590219092990502	False	C10H11N5O13P2S	-4	paps	META:PAPS	CHEBI:1353	HMDB62646	GACDQMDRPRGCTN-KQYNXXCUSA-J	C00053	MNXM49	158471	1776	cpd00044								
M_utp_c	UTP C9H11N2O15P3	c	False	SBO:0000247	0.025559717725429105	False	C9H11N2O15P3	-4	utp	META:UTP	CHEBI:15713	HMDB00285	PGAVKCOVUIYSFO-XVFCMESISA-J	C00075	MNXM121	29494	1288	cpd00062								
M_dhor__S_c	(S)-Dihydroorotate	c	False	SBO:0000247	0.0010193221394916548	False	C5H5N2O4	-1	dhor__S	META:DI-H-OROTATE	CHEBI:18778	HMDB03349	UFIVEPVSAGBUSI-REOHCLBHSA-M	C00337	MNXM252	76630	2022	cpd00282								
M_glyc_e	Glycerol	e	False	SBO:0000247	0.0010000000000000002	False	C3H8O3	0	glyc	META:GLYCEROL	CHEBI:131422	HMDB00131	PEDCQBHIVMGVHV-UHFFFAOYSA-N	C00116	MNXM89612	76116	1303	cpd00100	2e8c8093-3269-46b3-be2e-f1df9fdde25c	48edd8a9-6a4a-4900-b0cf-97b1ccaa1125	D00028					
M_4mop_c	4-Methyl-2-oxopentanoate	c	False	SBO:0000247	0.017335393018917247	False	C6H9O3	-1	4mop	META:2K-4CH3-PENTANOATE	CHEBI:17865	HMDB00762	BKAJNAXTPSGJCU-UHFFFAOYSA-M	C00233	MNXM404		1985	cpd00200								
M_fdp_c	D-Fructose 1,6-bisphosphate	c	False	SBO:0000247	9.999999999999424	False	C6H10O12P2	-4	fdp	FRUCTOSE-16-DIPHOSPHATE	CHEBI:49299		RNBGYGVWRKECFJ-VRPWFDPXSA-J	C00354	MNXM417		1465	cpd00290								
M_dtmp_c	DTMP C10H13N2O8P	c	False	SBO:0000247	0.34051662901331736	False	C10H13N2O8P	-2	dtmp	META:TMP	CHEBI:46036	HMDB01227	GYOZYWVXFNDGLU-XLPZGREQSA-L	C00364	MNXM257	109366	65	cpd00298								
M_gdp_c	GDP C10H12N5O11P2	c	False	SBO:0000247	0.020349347904619362	False	C10H12N5O11P2	-3	gdp	META:GDP	CHEBI:65180	HMDB01201	QGWNDRXFNXRZMB-UUOKFMHZSA-K	C00035	MNXM30	111349	1280	cpd00031								G10620
M_o2_p	O2 O2	p	False	SBO:0000247	0.0009999999999999994	False	O2	0	o2	META:OXYGEN-MOLECULE	CHEBI:10745	HMDB01377	MYMOFIZGZYHOMD-UHFFFAOYSA-N	C00007	MNXM4	1236709	1264	cpd00007			D00003			d5d12248-82d3-4cf3-b7d0-2e3d096768b4		
M_datp_c	DATP C10H12N5O12P3	c	False	SBO:0000247	0.025114929620626645	False	C10H12N5O12P3	-4	datp	META:DATP	CHEBI:14069	HMDB01532	SUYVUBYJARFZHO-RRKCRQDMSA-J	C00131	MNXM286	110644	1307	cpd00115								
M_ppi_c	Diphosphate	c	False	SBO:0000247	0.0028928948214899755	False	HO7P2	-3	ppi	META:PPI	CHEBI:18361	HMDB00250	XPPKVPWEQAFLFU-UHFFFAOYSA-K	C00013	MNXM11	1132084	1267	cpd27828								
M_nadp_c	Nicotinamide adenine dinucleotide phosphate	c	False	SBO:0000247	0.03769213749343169	False	C21H25N7O17P3	-3	nadp	META:NADP	CHEBI:44409	HMDB00217	XJLXINKUBYWONI-NNYOXOHSSA-K	C00006	MNXM5	113564	1263	cpd00006								
M_glu__L_c	L-Glutamate	c	False	SBO:0000247	9.999999999998376	False	C5H8NO4	-1	glu__L	META:GLT	CHEBI:29988	HMDB60475	WHUUTDBJXJRKMK-VKHMYHEASA-M	C00025	MNXM89557	210382	2010	cpd19002			D04341					
M_fum_c	Fumarate	c	False	SBO:0000247	0.090793411576166	False	C4H2O4	-2	fum	META:FUM	CHEBI:24122	HMDB00134	VZCYOOQTPOCHFL-OWOJBTEDSA-L	C00122	MNXM93	29586	1910	cpd00106		709035ec-4868-4de8-9095-06428f6be14b	D02308					
M_akg_p	2-Oxoglutarate	p	False	SBO:0000247	0.0010000000000000002	False	C5H4O5	-2	akg	META:2-KETOGLUTARATE	CHEBI:19748	HMDB62781	KPGXRSRHYNQIFN-UHFFFAOYSA-L	C00026	MNXM20	389537	1922	cpd00024		5b0a94f6-d411-44fd-bcc1-fb79b4e697f5		6557f3f2-0ab8-494b-a865-8ce0eae788a9				
M_acorn_c	N2-Acetyl-L-ornithine	c	False	SBO:0000247	0.1812976459947533	False	C7H14N2O3	0	acorn	META:N-ALPHA-ACETYLORNITHINE	CHEBI:12634	HMDB03357	JRLGPAXAGHMNOL-LURJTMIESA-N	C00437	MNXM817		2048	cpd00342								
M_glu5sa_c	L-Glutamate 5-semialdehyde	c	False	SBO:0000247	0.0032072785884173457	False	C5H9NO3	0	glu5sa	META:L-GLUTAMATE_GAMMA-SEMIALDEHYDE	CHEBI:6225	HMDB02104	KABXUUFDPUOJMW-BYPYZUCNSA-N	C01165	MNXM245	31339	2262	cpd00858								
M_ile__L_c	L-Isoleucine	c	False	SBO:0000247	0.024687838551877297	False	C6H13NO2	0	ile__L	META:ILE	CHEBI:58045	HMDB00172	AGPKZVBTJJNPAG-WHFBIAKZSA-N	C00407	MNXM231	113537	23116	cpd00322			D00065		LMFA01100047			
M_ocACP_c	Octanoyl-ACP (n-C8:0ACP)	c	False	SBO:0000247	0.4179409820330756	False	C19H35N2O8PRS	-1	ocACP						MNXM90185											
M_3dhq_c	3-Dehydroquinate	c	False	SBO:0000247	0.6847912116100017	False	C7H9O6	-1	3dhq	META:DEHYDROQUINATE	CHEBI:42078	HMDB12710	WVMWZWGZRAXUBK-SYTVJDICSA-M	C00944	MNXM478	964921	5328	cpd00699								
M_hisp_c	L-Histidinol phosphate	c	False	SBO:0000247	0.12004018674737671	False	C6H11N3O4P	-1	hisp	META:L-HISTIDINOL-P	CHEBI:13119		CWNDERHTHMWBSI-YFKPBYRVSA-M	C01100	MNXM1482		1699	cpd00807								
M_so4_e	Sulfate	e	False	SBO:0000247	10.000000000000002	False	O4S	-2	so4	META:HSO4	CHEBI:45696	HMDB01448	QAOWNCQODCNURD-UHFFFAOYSA-L	C00059	MNXM58	427648	1759	cpd00048	cf4fcd19-f2cb-4d92-aa67-323762e3b269		D05963					
M_glu__L_e	L-Glutamate	e	False	SBO:0000247	0.0010000000000000002	False	C5H8NO4	-1	glu__L	META:GLT	CHEBI:29988	HMDB60475	WHUUTDBJXJRKMK-VKHMYHEASA-M	C00025	MNXM89557	210382	2010	cpd19002			D04341					
M_cbp_c	Carbamoyl phosphate	c	False	SBO:0000247	0.4121283083009027	False	CH2NO5P	-2	cbp	META:CARBAMOYL-P	CHEBI:41567	HMDB01096	FFQKYPRQEYGKAF-UHFFFAOYSA-L	C00169	MNXM138	111647	1311	cpd00146								
M_3mob_c	3-Methyl-2-oxobutanoate	c	False	SBO:0000247	0.42517531904433575	False	C5H7O3	-1	3mob	META:2-KETO-ISOVALERATE	CHEBI:16530	HMDB00019	QHKABHOOEWYVLI-UHFFFAOYSA-M	C00141	MNXM238		1945	cpd00123	dee66401-4b7f-4203-8ee3-fa61f1f45f03				LMFA01020274			
M_suchms_c	O-Succinyl-L-homoserine	c	False	SBO:0000247	0.03869335920013834	False	C8H12NO6	-1	suchms	META:O-SUCCINYL-L-HOMOSERINE	CHEBI:7704		GNISQJGXJIDKDJ-YFKPBYRVSA-M	C01118	MNXM820		2250	cpd00822								
M_tpalm2eACP_c	Trans-Hexadec-2-enoyl-[acyl-carrier protein]	c	False	SBO:0000247	0.025375962410273168	False	C27H49N2O8PRS	-1	tpalm2eACP	META:2-Hexadecenoyl-ACPs	CHEBI:10729			C05763	MNXM29072			cpd11477					LMFA07060020			
M_3hpalmACP_c	R-3-hydroxypalmitoyl-[acyl-carrier protein]	c	False	SBO:0000247	0.042318680552891806	False	C27H51N2O9PRS	-1	3hpalmACP	R-3-Hydroxypalmitoyl-ACPs				C04633	MNXM2576			cpd11481								
M_gln__L_c	L-Glutamine	c	False	SBO:0000247	9.999811317427609	False	C5H10N2O3	0	gln__L	META:GLN	CHEBI:24316	HMDB00641	ZDXPYRJPNDTMRX-VKHMYHEASA-N	C00064	MNXM37	29472	74	cpd00053			D00015					
M_3c3hmp_c	3-Carboxy-3-hydroxy-4-methylpentanoate	c	False	SBO:0000247	5.274960230302488	False	C7H10O5	-2	3c3hmp	META:3-CARBOXY-3-HYDROXY-ISOCAPROATE	CHEBI:1178	HMDB00402	BITYXLXUCSKTJS-ZETCQYMHSA-L	C02504	MNXM985			cpd01646					LMFA01170083			
M_anth_c	Anthranilate	c	False	SBO:0000247	0.32544555137239845	False	C7H6NO2	-1	anth	META:ANTHRANILATE	CHEBI:2757	HMDB01123	RWZYAGGXGHYGMB-UHFFFAOYSA-M	C00108	MNXM188		5005	cpd00093		ec511e59-d2cf-482d-ae9f-7f4dd74818c2						
M_pap_c	Adenosine 3',5'-bisphosphate	c	False	SBO:0000247	0.7161013071371525	False	C10H11N5O10P2	-4	pap	META:3-5-ADP	CHEBI:58343	HMDB00061	WHTCPDAXWFLDIH-KQYNXXCUSA-J	C00054	MNXM45	6809360	1672	cpd00045								
M_xmp_c	Xanthosine 5'-phosphate	c	False	SBO:0000247	0.05353011402202341	False	C10H11N4O9P	-2	xmp	META:XANTHOSINE-5-PHOSPHATE	CHEBI:15652	HMDB62755	DCTLYFZHFGENCW-UUOKFMHZSA-L	C00655	MNXM298	111584	1686	cpd00497								
M_2cpr5p_c	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	c	False	SBO:0000247	0.025594456996287304	False	C12H13NO9P	-3	2cpr5p	META:CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P	CHEBI:28625		QKMBYNRMPRKVTO-MNOVXSKESA-K	C01302	MNXM1455			cpd00956								
M_rib__D_p	D-Ribose	p	False	SBO:0000247	0.0010000000000000002	False	C5H10O5	0	rib__D	META:D-Ribopyranose	CHEBI:21078	HMDB00283	HMFHBZSHGGEWLO-SOOFDHNKSA-N	C00121	MNXM242		1653	cpd00105								
M_xyl__D_p	D-Xylose	p	False	SBO:0000247	0.0010000000000000002	False	C5H10O5	0	xyl__D	META:D-Xylopyranose	CHEBI:53455	HMDB03763	SRBFZHDQGSBBOR-IOVATXLUSA-N	C00181	MNXM348	2090063		cpd00154			D06346					
M_octeACP_c	Cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1)	c	False	SBO:0000247	0.0010000000000000002	False	C29H53N2O8PRS	-1	octeACP						MNXM89950											
M_3hhexACP_c	(R)-3-Hydroxyhexanoyl-[acyl-carrier protein]	c	False	SBO:0000247	0.09191216666639689	False	C17H31N2O9PRS	-1	3hhexACP		CHEBI:326			C05747	MNXM25370			cpd11479					LMFA07060006			
M_t3c5ddeceACP_c	Trans-3-cis-5-dodecenoyl-[acyl-carrier protein]	c	False	SBO:0000247	0.05176164314828454	False	C23H39N2O8PRS	-1	t3c5ddeceACP						MNXM5959			cpd15569								
M_co2_p	CO2 CO2	p	False	SBO:0000247	10.00000000000001	False	CO2	0	co2	META:CARBON-DIOXIDE	CHEBI:13282	HMDB01967	CURLTUGMZLYLDI-UHFFFAOYSA-N	C00011	MNXM13	159942	1266	cpd00011	2ec3da94-5f50-4525-81b1-5607c5c7a3d3	05f60af4-0a3f-4ead-9a29-33bb0f123379	D00004					
M_ala__L_c	L-Alanine	c	False	SBO:0000247	0.013936107624262272	False	C3H7NO2	0	ala__L	META:L-ALPHA-ALANINE	CHEBI:13748	HMDB62251	QNAYBMKLOCPYGJ-REOHCLBHSA-N	C00041	MNXM32	379697	67	cpd01003	1aad160f-1c5e-48e0-9473-6305321b31ed		D00012					
M_hco3_c	Bicarbonate	c	False	SBO:0000247	0.0010000000000018867	False	CHO3	-1	hco3	META:HCO3	CHEBI:5589	HMDB31453	BVKZGUZCCUSVTD-UHFFFAOYSA-M	C00288	MNXM60	111627	2275	cpd00242	34be09c7-8615-4ee1-806a-6a93ae28d922			c78c72b7-2f2b-4dde-9f3d-80bb61a1da3e				
M_phe__L_c	L-Phenylalanine	c	False	SBO:0000247	0.039033411619327475	False	C9H11NO2	0	phe__L	META:PHE	CHEBI:44851	HMDB00612	COLNVLDHVKWLRT-QMMMGPOBSA-N	C00079	MNXM97	351993	83	cpd01400	c1b55d6f-7946-4f39-9dc6-ac0f47865b8b		D00021					
M_mlthf_c	5,10-Methylenetetrahydrofolate	c	False	SBO:0000247	9.999999999988962	False	C20H21N7O6	-2	mlthf	META:METHYLENE-THF	CHEBI:18602		QYNUQALWYRSVHF-OLZOCXBDSA-L	C00143	MNXM183											
M_t3c7mrseACP_c	Trans-3-cis-7-myristoleoyl-[acyl-carrier protein]	c	False	SBO:0000247	0.07264922090821638	False	C25H43N2O8PRS	-1	t3c7mrseACP						MNXM5960			cpd15570								
M_t3c11vaceACP_c	Trans-3-cis-11-vacceoyl-[acyl-carrier protein]	c	False	SBO:0000247	0.0010000000000000002	False	C29H51N2O8PRS	-1	t3c11vaceACP						MNXM5958			cpd15568								
M_1pyr5c_c	1-Pyrroline-5-carboxylate	c	False	SBO:0000247	10.000000000000002	False	C5H6NO2	-1	1pyr5c	META:L-DELTA1-PYRROLINE_5-CARBOXYLATE	CHEBI:19095	HMDB02240	DWAKNKKXGALPNW-UHFFFAOYSA-M	C03912	MNXM1617	35305	7234	cpd02431								
M_acald_p	Acetaldehyde	p	False	SBO:0000247	0.0010000000000000002	False	C2H4O	0	acald	META:ACETALD	CHEBI:15343	HMDB00990	IKHGUXGNUITLKF-UHFFFAOYSA-N	C00084	MNXM75	113745	1292	cpd00071	ee2c714d-ff9d-4df8-b343-48c1ec76ef0e	78f3645f-408e-4001-9dda-a52ea62a15d4		9c8865b2-a99d-42e4-a042-c88504f04b51		47aa8e53-36ae-4be3-987c-c1cfab66af78		
M_2ippm_c	2-Isopropylmaleate	c	False	SBO:0000247	7.974644092852454	False	C7H8O4	-2	2ippm	META:CPD-9451	CHEBI:1179	HMDB12241	NJMGRJLQRLFQQX-HYXAFXHYSA-L	C02631	MNXM1706		2472	cpd01710								
M_3psme_c	5-O-(1-Carboxyvinyl)-3-phosphoshikimate	c	False	SBO:0000247	0.0345579272982068	False	C10H9O10P	-4	3psme	META:3-ENOLPYRUVYL-SHIKIMATE-5P	CHEBI:16257		QUTYKIXIUDQOLK-PRJMDXOYSA-J	C01269	MNXM1365	964900	5488	cpd00932								
M_imacp_c	3-(Imidazol-4-yl)-2-oxopropyl phosphate	c	False	SBO:0000247	0.8209088151574325	False	C6H7N2O5P	-2	imacp	META:IMIDAZOLE-ACETOL-P	CHEBI:11736	HMDB12236	YCFFMSOLUMRAMD-UHFFFAOYSA-L	C01267	MNXM1456		5486	cpd00930								
M_3c2hmp_c	3-Carboxy-2-hydroxy-4-methylpentanoate	c	False	SBO:0000247	0.0011804001411282051	False	C7H10O5	-2	3c2hmp	META:2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE	CHEBI:1565	HMDB12156	RNQHMTFBUSSBJQ-CRCLSJGQSA-L	C04411	MNXM891		7292	cpd02693								
M_pser__L_c	O-Phospho-L-serine	c	False	SBO:0000247	6.9525592207575695	False	C3H6NO6P	-2	pser__L	META:3-P-SERINE	CHEBI:7692	HMDB00272	BZQFBWGGLXLEPQ-REOHCLBHSA-L	C01005	MNXM379	936706	2212	cpd00738								
M_ocdcaACP_c	Octadecanoyl-ACP (n-C18:0ACP)	c	False	SBO:0000247	0.0010000000000000002	False	C29H55N2O8PRS	-1	ocdcaACP						MNXM3075											
